person_per_household,City,Year,poverty_line,Occ.Title..group.,mean_annual_salary
3,Dallas,2017,18760.664745195794,Food Preparation Workers,21977.5
3,Dallas,2017,18760.664745195794,Food Processing Workers,26515.333333333332
3,Dallas,2017,18760.664745195794,Lab technician,45987.5
3,Dallas,2017,18760.664745195794,Machinists,43722.5
3,Dallas,2017,18760.664745195794,Nurses,106320
3,Dallas,2017,18760.664745195794,Nursing home workers,24895
3,Dallas,2017,18760.664745195794,Oil Natural Gas,53114.117647058825
3,Dallas,2017,18760.664745195794,Plumbers,41017.5
3,Dallas,2017,18760.664745195794,Postal Service & Delivery,45970
3,Dallas,2017,18760.664745195794,Servers,22933
3,Dallas,2017,18760.664745195794,social workers,54122.5
3,Dallas,2017,18760.664745195794,Subway and Streetcar Operators,49600
3,Dallas,2017,18760.664745195794,Taxi Drivers,25825
3,Dallas,2017,18760.664745195794,"Teachers, except secondary school",55645
3,Dallas,2017,18760.664745195794,Transportation Engineers,56717.64705882353
3,Dallas,2017,18760.664745195794,Truck Drivers,37645
3,Dallas,2017,18760.664745195794,Water and Wastewater ,39840
4,Dallas,2017,22600.996705769663,Agricultrual & Fishing Workers,27687
4,Dallas,2017,22600.996705769663,All Occupations,49975
4,Dallas,2017,22600.996705769663,Bus Drivers,33215
4,Dallas,2017,22600.996705769663,Cashiers,26660
4,Dallas,2017,22600.996705769663,Childcare Workers,21650
4,Dallas,2017,22600.996705769663,Construction Workers,35195.882352941175
4,Dallas,2017,22600.996705769663,Cooks,24560
4,Dallas,2017,22600.996705769663,counselors,52936
4,Dallas,2017,22600.996705769663,Electricians,52902.5
4,Dallas,2017,22600.996705769663,Electricity,60793.63636363636
4,Dallas,2017,22600.996705769663,emergency associated worker,33720
4,Dallas,2017,22600.996705769663,Ferry captains,110940
4,Dallas,2017,22600.996705769663,Food Preparation Workers,21977.5
4,Dallas,2017,22600.996705769663,Food Processing Workers,26515.333333333332
4,Dallas,2017,22600.996705769663,Lab technician,45987.5
4,Dallas,2017,22600.996705769663,Machinists,43722.5
4,Dallas,2017,22600.996705769663,Nurses,106320
4,Dallas,2017,22600.996705769663,Nursing home workers,24895
4,Dallas,2017,22600.996705769663,Oil Natural Gas,53114.117647058825
4,Dallas,2017,22600.996705769663,Plumbers,41017.5
4,Dallas,2017,22600.996705769663,Postal Service & Delivery,45970
4,Dallas,2017,22600.996705769663,Servers,22933
4,Dallas,2017,22600.996705769663,social workers,54122.5
4,Dallas,2017,22600.996705769663,Subway and Streetcar Operators,49600
4,Dallas,2017,22600.996705769663,Taxi Drivers,25825
4,Dallas,2017,22600.996705769663,"Teachers, except secondary school",55645
4,Dallas,2017,22600.996705769663,Transportation Engineers,56717.64705882353
4,Dallas,2017,22600.996705769663,Truck Drivers,37645
4,Dallas,2017,22600.996705769663,Water and Wastewater ,39840
5,Dallas,2017,26441.328666343532,Agricultrual & Fishing Workers,27687
5,Dallas,2017,26441.328666343532,All Occupations,49975
5,Dallas,2017,26441.328666343532,Bus Drivers,33215
5,Dallas,2017,26441.328666343532,Cashiers,26660
5,Dallas,2017,26441.328666343532,Childcare Workers,21650
5,Dallas,2017,26441.328666343532,Construction Workers,35195.882352941175
5,Dallas,2017,26441.328666343532,Cooks,24560
5,Dallas,2017,26441.328666343532,counselors,52936
5,Dallas,2017,26441.328666343532,Electricians,52902.5
5,Dallas,2017,26441.328666343532,Electricity,60793.63636363636
5,Dallas,2017,26441.328666343532,emergency associated worker,33720
5,Dallas,2017,26441.328666343532,Ferry captains,110940
5,Dallas,2017,26441.328666343532,Food Preparation Workers,21977.5
5,Dallas,2017,26441.328666343532,Food Processing Workers,26515.333333333332
5,Dallas,2017,26441.328666343532,Lab technician,45987.5
5,Dallas,2017,26441.328666343532,Machinists,43722.5
5,Dallas,2017,26441.328666343532,Nurses,106320
5,Dallas,2017,26441.328666343532,Nursing home workers,24895
5,Dallas,2017,26441.328666343532,Oil Natural Gas,53114.117647058825
5,Dallas,2017,26441.328666343532,Plumbers,41017.5
5,Dallas,2017,26441.328666343532,Postal Service & Delivery,45970
5,Dallas,2017,26441.328666343532,Servers,22933
5,Dallas,2017,26441.328666343532,social workers,54122.5
5,Dallas,2017,26441.328666343532,Subway and Streetcar Operators,49600
5,Dallas,2017,26441.328666343532,Taxi Drivers,25825
5,Dallas,2017,26441.328666343532,"Teachers, except secondary school",55645
5,Dallas,2017,26441.328666343532,Transportation Engineers,56717.64705882353
5,Dallas,2017,26441.328666343532,Truck Drivers,37645
5,Dallas,2017,26441.328666343532,Water and Wastewater ,39840
6,Dallas,2017,30281.660626917404,Agricultrual & Fishing Workers,27687
6,Dallas,2017,30281.660626917404,All Occupations,49975
6,Dallas,2017,30281.660626917404,Bus Drivers,33215
6,Dallas,2017,30281.660626917404,Cashiers,26660
6,Dallas,2017,30281.660626917404,Childcare Workers,21650
6,Dallas,2017,30281.660626917404,Construction Workers,35195.882352941175
6,Dallas,2017,30281.660626917404,Cooks,24560
6,Dallas,2017,30281.660626917404,counselors,52936
6,Dallas,2017,30281.660626917404,Electricians,52902.5
6,Dallas,2017,30281.660626917404,Electricity,60793.63636363636
6,Dallas,2017,30281.660626917404,emergency associated worker,33720
6,Dallas,2017,30281.660626917404,Ferry captains,110940
6,Dallas,2017,30281.660626917404,Food Preparation Workers,21977.5
6,Dallas,2017,30281.660626917404,Food Processing Workers,26515.333333333332
6,Dallas,2017,30281.660626917404,Lab technician,45987.5
6,Dallas,2017,30281.660626917404,Machinists,43722.5
6,Dallas,2017,30281.660626917404,Nurses,106320
6,Dallas,2017,30281.660626917404,Nursing home workers,24895
6,Dallas,2017,30281.660626917404,Oil Natural Gas,53114.117647058825
6,Dallas,2017,30281.660626917404,Plumbers,41017.5
6,Dallas,2017,30281.660626917404,Postal Service & Delivery,45970
6,Dallas,2017,30281.660626917404,Servers,22933
6,Dallas,2017,30281.660626917404,social workers,54122.5
6,Dallas,2017,30281.660626917404,Subway and Streetcar Operators,49600
6,Dallas,2017,30281.660626917404,Taxi Drivers,25825
6,Dallas,2017,30281.660626917404,"Teachers, except secondary school",55645
6,Dallas,2017,30281.660626917404,Transportation Engineers,56717.64705882353
6,Dallas,2017,30281.660626917404,Truck Drivers,37645
6,Dallas,2017,30281.660626917404,Water and Wastewater ,39840
7,Dallas,2017,34121.99258749127,Agricultrual & Fishing Workers,27687
7,Dallas,2017,34121.99258749127,All Occupations,49975
7,Dallas,2017,34121.99258749127,Bus Drivers,33215
7,Dallas,2017,34121.99258749127,Cashiers,26660
7,Dallas,2017,34121.99258749127,Childcare Workers,21650
7,Dallas,2017,34121.99258749127,Construction Workers,35195.882352941175
7,Dallas,2017,34121.99258749127,Cooks,24560
7,Dallas,2017,34121.99258749127,counselors,52936
7,Dallas,2017,34121.99258749127,Electricians,52902.5
7,Dallas,2017,34121.99258749127,Electricity,60793.63636363636
7,Dallas,2017,34121.99258749127,emergency associated worker,33720
7,Dallas,2017,34121.99258749127,Ferry captains,110940
7,Dallas,2017,34121.99258749127,Food Preparation Workers,21977.5
7,Dallas,2017,34121.99258749127,Food Processing Workers,26515.333333333332
7,Dallas,2017,34121.99258749127,Lab technician,45987.5
7,Dallas,2017,34121.99258749127,Machinists,43722.5
7,Dallas,2017,34121.99258749127,Nurses,106320
7,Dallas,2017,34121.99258749127,Nursing home workers,24895
7,Dallas,2017,34121.99258749127,Oil Natural Gas,53114.117647058825
7,Dallas,2017,34121.99258749127,Plumbers,41017.5
7,Dallas,2017,34121.99258749127,Postal Service & Delivery,45970
7,Dallas,2017,34121.99258749127,Servers,22933
7,Dallas,2017,34121.99258749127,social workers,54122.5
7,Dallas,2017,34121.99258749127,Subway and Streetcar Operators,49600
7,Dallas,2017,34121.99258749127,Taxi Drivers,25825
7,Dallas,2017,34121.99258749127,"Teachers, except secondary school",55645
7,Dallas,2017,34121.99258749127,Transportation Engineers,56717.64705882353
7,Dallas,2017,34121.99258749127,Truck Drivers,37645
7,Dallas,2017,34121.99258749127,Water and Wastewater ,39840
8,Dallas,2017,37962.32454806514,Agricultrual & Fishing Workers,27687
8,Dallas,2017,37962.32454806514,All Occupations,49975
8,Dallas,2017,37962.32454806514,Bus Drivers,33215
8,Dallas,2017,37962.32454806514,Cashiers,26660
8,Dallas,2017,37962.32454806514,Childcare Workers,21650
8,Dallas,2017,37962.32454806514,Construction Workers,35195.882352941175
8,Dallas,2017,37962.32454806514,Cooks,24560
8,Dallas,2017,37962.32454806514,counselors,52936
8,Dallas,2017,37962.32454806514,Electricians,52902.5
8,Dallas,2017,37962.32454806514,Electricity,60793.63636363636
8,Dallas,2017,37962.32454806514,emergency associated worker,33720
8,Dallas,2017,37962.32454806514,Ferry captains,110940
8,Dallas,2017,37962.32454806514,Food Preparation Workers,21977.5
8,Dallas,2017,37962.32454806514,Food Processing Workers,26515.333333333332
8,Dallas,2017,37962.32454806514,Lab technician,45987.5
8,Dallas,2017,37962.32454806514,Machinists,43722.5
8,Dallas,2017,37962.32454806514,Nurses,106320
8,Dallas,2017,37962.32454806514,Nursing home workers,24895
8,Dallas,2017,37962.32454806514,Oil Natural Gas,53114.117647058825
8,Dallas,2017,37962.32454806514,Plumbers,41017.5
8,Dallas,2017,37962.32454806514,Postal Service & Delivery,45970
8,Dallas,2017,37962.32454806514,Servers,22933
8,Dallas,2017,37962.32454806514,social workers,54122.5
8,Dallas,2017,37962.32454806514,Subway and Streetcar Operators,49600
8,Dallas,2017,37962.32454806514,Taxi Drivers,25825
8,Dallas,2017,37962.32454806514,"Teachers, except secondary school",55645
8,Dallas,2017,37962.32454806514,Transportation Engineers,56717.64705882353
8,Dallas,2017,37962.32454806514,Truck Drivers,37645
8,Dallas,2017,37962.32454806514,Water and Wastewater ,39840
1,Dallas,2018,11153.50000032698,Agricultrual & Fishing Workers,25521
1,Dallas,2018,11153.50000032698,All Occupations,51155
1,Dallas,2018,11153.50000032698,Bus Drivers,34832.5
1,Dallas,2018,11153.50000032698,Cashiers,29200
1,Dallas,2018,11153.50000032698,Childcare Workers,22330
1,Dallas,2018,11153.50000032698,Construction Workers,36068.82352941176
1,Dallas,2018,11153.50000032698,Cooks,24329
1,Dallas,2018,11153.50000032698,counselors,52562
1,Dallas,2018,11153.50000032698,Electricians,53745
1,Dallas,2018,11153.50000032698,Electricity,63160
1,Dallas,2018,11153.50000032698,emergency associated worker,34290
1,Dallas,2018,11153.50000032698,Ferry captains,103950
1,Dallas,2018,11153.50000032698,Food Preparation Workers,22342.5
1,Dallas,2018,11153.50000032698,Food Processing Workers,27632
1,Dallas,2018,11153.50000032698,Lab technician,46645
1,Dallas,2018,11153.50000032698,Machinists,45200
1,Dallas,2018,11153.50000032698,Nurses,99193
1,Dallas,2018,11153.50000032698,Nursing home workers,25627.5
1,Dallas,2018,11153.50000032698,Oil Natural Gas,54944.117647058825
1,Dallas,2018,11153.50000032698,Plumbers,41957.5
1,Dallas,2018,11153.50000032698,Postal Service & Delivery,47980
1,Dallas,2018,11153.50000032698,Servers,22823
1,Dallas,2018,11153.50000032698,social workers,54382.5
1,Dallas,2018,11153.50000032698,Subway and Streetcar Operators,49390
1,Dallas,2018,11153.50000032698,Taxi Drivers,26270
1,Dallas,2018,11153.50000032698,"Teachers, except secondary school",54750.5
1,Dallas,2018,11153.50000032698,Transportation Engineers,58082.10526315789
1,Dallas,2018,11153.50000032698,Truck Drivers,38707.5
1,Dallas,2018,11153.50000032698,Water and Wastewater ,40875
2,Dallas,2018,15122.45551938897,Agricultrual & Fishing Workers,25521
2,Dallas,2018,15122.45551938897,All Occupations,51155
2,Dallas,2018,15122.45551938897,Bus Drivers,34832.5
2,Dallas,2018,15122.45551938897,Cashiers,29200
2,Dallas,2018,15122.45551938897,Childcare Workers,22330
2,Dallas,2018,15122.45551938897,Construction Workers,36068.82352941176
2,Dallas,2018,15122.45551938897,Cooks,24329
2,Dallas,2018,15122.45551938897,counselors,52562
2,Dallas,2018,15122.45551938897,Electricians,53745
2,Dallas,2018,15122.45551938897,Electricity,63160
2,Dallas,2018,15122.45551938897,emergency associated worker,34290
2,Dallas,2018,15122.45551938897,Ferry captains,103950
2,Dallas,2018,15122.45551938897,Food Preparation Workers,22342.5
2,Dallas,2018,15122.45551938897,Food Processing Workers,27632
2,Dallas,2018,15122.45551938897,Lab technician,46645
2,Dallas,2018,15122.45551938897,Machinists,45200
2,Dallas,2018,15122.45551938897,Nurses,99193
2,Dallas,2018,15122.45551938897,Nursing home workers,25627.5
2,Dallas,2018,15122.45551938897,Oil Natural Gas,54944.117647058825
2,Dallas,2018,15122.45551938897,Plumbers,41957.5
2,Dallas,2018,15122.45551938897,Postal Service & Delivery,47980
2,Dallas,2018,15122.45551938897,Servers,22823
2,Dallas,2018,15122.45551938897,social workers,54382.5
2,Dallas,2018,15122.45551938897,Subway and Streetcar Operators,49390
2,Dallas,2018,15122.45551938897,Taxi Drivers,26270
2,Dallas,2018,15122.45551938897,"Teachers, except secondary school",54750.5
2,Dallas,2018,15122.45551938897,Transportation Engineers,58082.10526315789
2,Dallas,2018,15122.45551938897,Truck Drivers,38707.5
2,Dallas,2018,15122.45551938897,Water and Wastewater ,40875
3,Dallas,2018,19091.41103845096,Agricultrual & Fishing Workers,25521
3,Dallas,2018,19091.41103845096,All Occupations,51155
3,Dallas,2018,19091.41103845096,Bus Drivers,34832.5
3,Dallas,2018,19091.41103845096,Cashiers,29200
3,Dallas,2018,19091.41103845096,Childcare Workers,22330
3,Dallas,2018,19091.41103845096,Construction Workers,36068.82352941176
3,Dallas,2018,19091.41103845096,Cooks,24329
3,Dallas,2018,19091.41103845096,counselors,52562
3,Dallas,2018,19091.41103845096,Electricians,53745
3,Dallas,2018,19091.41103845096,Electricity,63160
3,Dallas,2018,19091.41103845096,emergency associated worker,34290
3,Dallas,2018,19091.41103845096,Ferry captains,103950
3,Dallas,2018,19091.41103845096,Food Preparation Workers,22342.5
3,Dallas,2018,19091.41103845096,Food Processing Workers,27632
3,Dallas,2018,19091.41103845096,Lab technician,46645
3,Dallas,2018,19091.41103845096,Machinists,45200
3,Dallas,2018,19091.41103845096,Nurses,99193
3,Dallas,2018,19091.41103845096,Nursing home workers,25627.5
3,Dallas,2018,19091.41103845096,Oil Natural Gas,54944.117647058825
3,Dallas,2018,19091.41103845096,Plumbers,41957.5
3,Dallas,2018,19091.41103845096,Postal Service & Delivery,47980
3,Dallas,2018,19091.41103845096,Servers,22823
3,Dallas,2018,19091.41103845096,social workers,54382.5
3,Dallas,2018,19091.41103845096,Subway and Streetcar Operators,49390
3,Dallas,2018,19091.41103845096,Taxi Drivers,26270
3,Dallas,2018,19091.41103845096,"Teachers, except secondary school",54750.5
3,Dallas,2018,19091.41103845096,Transportation Engineers,58082.10526315789
3,Dallas,2018,19091.41103845096,Truck Drivers,38707.5
3,Dallas,2018,19091.41103845096,Water and Wastewater ,40875
4,Dallas,2018,23060.36655751295,Agricultrual & Fishing Workers,25521
4,Dallas,2018,23060.36655751295,All Occupations,51155
4,Dallas,2018,23060.36655751295,Bus Drivers,34832.5
4,Dallas,2018,23060.36655751295,Cashiers,29200
4,Dallas,2018,23060.36655751295,Childcare Workers,22330
4,Dallas,2018,23060.36655751295,Construction Workers,36068.82352941176
4,Dallas,2018,23060.36655751295,Cooks,24329
4,Dallas,2018,23060.36655751295,counselors,52562
4,Dallas,2018,23060.36655751295,Electricians,53745
4,Dallas,2018,23060.36655751295,Electricity,63160
4,Dallas,2018,23060.36655751295,emergency associated worker,34290
4,Dallas,2018,23060.36655751295,Ferry captains,103950
4,Dallas,2018,23060.36655751295,Food Preparation Workers,22342.5
4,Dallas,2018,23060.36655751295,Food Processing Workers,27632
4,Dallas,2018,23060.36655751295,Lab technician,46645
4,Dallas,2018,23060.36655751295,Machinists,45200
4,Dallas,2018,23060.36655751295,Nurses,99193
4,Dallas,2018,23060.36655751295,Nursing home workers,25627.5
4,Dallas,2018,23060.36655751295,Oil Natural Gas,54944.117647058825
4,Dallas,2018,23060.36655751295,Plumbers,41957.5
4,Dallas,2018,23060.36655751295,Postal Service & Delivery,47980
4,Dallas,2018,23060.36655751295,Servers,22823
4,Dallas,2018,23060.36655751295,social workers,54382.5
4,Dallas,2018,23060.36655751295,Subway and Streetcar Operators,49390
4,Dallas,2018,23060.36655751295,Taxi Drivers,26270
4,Dallas,2018,23060.36655751295,"Teachers, except secondary school",54750.5
4,Dallas,2018,23060.36655751295,Transportation Engineers,58082.10526315789
4,Dallas,2018,23060.36655751295,Truck Drivers,38707.5
4,Dallas,2018,23060.36655751295,Water and Wastewater ,40875
5,Dallas,2018,27029.322076574936,Agricultrual & Fishing Workers,25521
5,Dallas,2018,27029.322076574936,All Occupations,51155
5,Dallas,2018,27029.322076574936,Bus Drivers,34832.5
5,Dallas,2018,27029.322076574936,Cashiers,29200
5,Dallas,2018,27029.322076574936,Childcare Workers,22330
5,Dallas,2018,27029.322076574936,Construction Workers,36068.82352941176
5,Dallas,2018,27029.322076574936,Cooks,24329
5,Dallas,2018,27029.322076574936,counselors,52562
5,Dallas,2018,27029.322076574936,Electricians,53745
5,Dallas,2018,27029.322076574936,Electricity,63160
5,Dallas,2018,27029.322076574936,emergency associated worker,34290
5,Dallas,2018,27029.322076574936,Ferry captains,103950
5,Dallas,2018,27029.322076574936,Food Preparation Workers,22342.5
5,Dallas,2018,27029.322076574936,Food Processing Workers,27632
5,Dallas,2018,27029.322076574936,Lab technician,46645
5,Dallas,2018,27029.322076574936,Machinists,45200
5,Dallas,2018,27029.322076574936,Nurses,99193
5,Dallas,2018,27029.322076574936,Nursing home workers,25627.5
5,Dallas,2018,27029.322076574936,Oil Natural Gas,54944.117647058825
5,Dallas,2018,27029.322076574936,Plumbers,41957.5
5,Dallas,2018,27029.322076574936,Postal Service & Delivery,47980
5,Dallas,2018,27029.322076574936,Servers,22823
5,Dallas,2018,27029.322076574936,social workers,54382.5
5,Dallas,2018,27029.322076574936,Subway and Streetcar Operators,49390
5,Dallas,2018,27029.322076574936,Taxi Drivers,26270
5,Dallas,2018,27029.322076574936,"Teachers, except secondary school",54750.5
5,Dallas,2018,27029.322076574936,Transportation Engineers,58082.10526315789
5,Dallas,2018,27029.322076574936,Truck Drivers,38707.5
5,Dallas,2018,27029.322076574936,Water and Wastewater ,40875
6,Dallas,2018,30998.27759563693,Agricultrual & Fishing Workers,25521
6,Dallas,2018,30998.27759563693,All Occupations,51155
6,Dallas,2018,30998.27759563693,Bus Drivers,34832.5
6,Dallas,2018,30998.27759563693,Cashiers,29200
6,Dallas,2018,30998.27759563693,Childcare Workers,22330
6,Dallas,2018,30998.27759563693,Construction Workers,36068.82352941176
6,Dallas,2018,30998.27759563693,Cooks,24329
6,Dallas,2018,30998.27759563693,counselors,52562
6,Dallas,2018,30998.27759563693,Electricians,53745
6,Dallas,2018,30998.27759563693,Electricity,63160
6,Dallas,2018,30998.27759563693,emergency associated worker,34290
6,Dallas,2018,30998.27759563693,Ferry captains,103950
6,Dallas,2018,30998.27759563693,Food Preparation Workers,22342.5
6,Dallas,2018,30998.27759563693,Food Processing Workers,27632
6,Dallas,2018,30998.27759563693,Lab technician,46645
6,Dallas,2018,30998.27759563693,Machinists,45200
6,Dallas,2018,30998.27759563693,Nurses,99193
6,Dallas,2018,30998.27759563693,Nursing home workers,25627.5
6,Dallas,2018,30998.27759563693,Oil Natural Gas,54944.117647058825
6,Dallas,2018,30998.27759563693,Plumbers,41957.5
6,Dallas,2018,30998.27759563693,Postal Service & Delivery,47980
6,Dallas,2018,30998.27759563693,Servers,22823
6,Dallas,2018,30998.27759563693,social workers,54382.5
6,Dallas,2018,30998.27759563693,Subway and Streetcar Operators,49390
6,Dallas,2018,30998.27759563693,Taxi Drivers,26270
6,Dallas,2018,30998.27759563693,"Teachers, except secondary school",54750.5
6,Dallas,2018,30998.27759563693,Transportation Engineers,58082.10526315789
6,Dallas,2018,30998.27759563693,Truck Drivers,38707.5
6,Dallas,2018,30998.27759563693,Water and Wastewater ,40875
7,Dallas,2018,34967.233114698916,Agricultrual & Fishing Workers,25521
7,Dallas,2018,34967.233114698916,All Occupations,51155
7,Dallas,2018,34967.233114698916,Bus Drivers,34832.5
7,Dallas,2018,34967.233114698916,Cashiers,29200
7,Dallas,2018,34967.233114698916,Childcare Workers,22330
7,Dallas,2018,34967.233114698916,Construction Workers,36068.82352941176
7,Dallas,2018,34967.233114698916,Cooks,24329
7,Dallas,2018,34967.233114698916,counselors,52562
7,Dallas,2018,34967.233114698916,Electricians,53745
7,Dallas,2018,34967.233114698916,Electricity,63160
7,Dallas,2018,34967.233114698916,emergency associated worker,34290
7,Dallas,2018,34967.233114698916,Ferry captains,103950
7,Dallas,2018,34967.233114698916,Food Preparation Workers,22342.5
7,Dallas,2018,34967.233114698916,Food Processing Workers,27632
7,Dallas,2018,34967.233114698916,Lab technician,46645
7,Dallas,2018,34967.233114698916,Machinists,45200
7,Dallas,2018,34967.233114698916,Nurses,99193
7,Dallas,2018,34967.233114698916,Nursing home workers,25627.5
7,Dallas,2018,34967.233114698916,Oil Natural Gas,54944.117647058825
7,Dallas,2018,34967.233114698916,Plumbers,41957.5
7,Dallas,2018,34967.233114698916,Postal Service & Delivery,47980
7,Dallas,2018,34967.233114698916,Servers,22823
7,Dallas,2018,34967.233114698916,social workers,54382.5
7,Dallas,2018,34967.233114698916,Subway and Streetcar Operators,49390
7,Dallas,2018,34967.233114698916,Taxi Drivers,26270
7,Dallas,2018,34967.233114698916,"Teachers, except secondary school",54750.5
7,Dallas,2018,34967.233114698916,Transportation Engineers,58082.10526315789
7,Dallas,2018,34967.233114698916,Truck Drivers,38707.5
7,Dallas,2018,34967.233114698916,Water and Wastewater ,40875
8,Dallas,2018,38936.18863376091,Agricultrual & Fishing Workers,25521
8,Dallas,2018,38936.18863376091,All Occupations,51155
8,Dallas,2018,38936.18863376091,Bus Drivers,34832.5
8,Dallas,2018,38936.18863376091,Cashiers,29200
8,Dallas,2018,38936.18863376091,Childcare Workers,22330
8,Dallas,2018,38936.18863376091,Construction Workers,36068.82352941176
8,Dallas,2018,38936.18863376091,Cooks,24329
8,Dallas,2018,38936.18863376091,counselors,52562
8,Dallas,2018,38936.18863376091,Electricians,53745
8,Dallas,2018,38936.18863376091,Electricity,63160
8,Dallas,2018,38936.18863376091,emergency associated worker,34290
8,Dallas,2018,38936.18863376091,Ferry captains,103950
8,Dallas,2018,38936.18863376091,Food Preparation Workers,22342.5
8,Dallas,2018,38936.18863376091,Food Processing Workers,27632
8,Dallas,2018,38936.18863376091,Lab technician,46645
8,Dallas,2018,38936.18863376091,Machinists,45200
8,Dallas,2018,38936.18863376091,Nurses,99193
8,Dallas,2018,38936.18863376091,Nursing home workers,25627.5
8,Dallas,2018,38936.18863376091,Oil Natural Gas,54944.117647058825
8,Dallas,2018,38936.18863376091,Plumbers,41957.5
8,Dallas,2018,38936.18863376091,Postal Service & Delivery,47980
8,Dallas,2018,38936.18863376091,Servers,22823
8,Dallas,2018,38936.18863376091,social workers,54382.5
8,Dallas,2018,38936.18863376091,Subway and Streetcar Operators,49390
8,Dallas,2018,38936.18863376091,Taxi Drivers,26270
8,Dallas,2018,38936.18863376091,"Teachers, except secondary school",54750.5
8,Dallas,2018,38936.18863376091,Transportation Engineers,58082.10526315789
8,Dallas,2018,38936.18863376091,Truck Drivers,38707.5
8,Dallas,2018,38936.18863376091,Water and Wastewater ,40875
1,Dallas,2019,11475.058896547282,Agricultrual & Fishing Workers,26763
1,Dallas,2019,11475.058896547282,All Occupations,52145
1,Dallas,2019,11475.058896547282,Bus Drivers,42385
1,Dallas,2019,11475.058896547282,Cashiers,29948.571428571428
1,Dallas,2019,11475.058896547282,Childcare Workers,23490
1,Dallas,2019,11475.058896547282,Construction Workers,37626.470588235294
1,Dallas,2019,11475.058896547282,Cooks,24908
1,Dallas,2019,11475.058896547282,counselors,53605
1,Dallas,2019,11475.058896547282,Electricians,54977.5
1,Dallas,2019,11475.058896547282,Electricity,64290
1,Dallas,2019,11475.058896547282,emergency associated worker,33286.666666666664
1,Dallas,2019,11475.058896547282,Ferry captains,71575
1,Dallas,2019,11475.058896547282,Food Preparation Workers,23252.5
1,Dallas,2019,11475.058896547282,Food Processing Workers,28451.875
1,Dallas,2019,11475.058896547282,Lab technician,47227.5
1,Dallas,2019,11475.058896547282,Machinists,45755
1,Dallas,2019,11475.058896547282,Nurses,103887.14285714286
1,Dallas,2019,11475.058896547282,Nursing home workers,27528.333333333332
1,Dallas,2019,11475.058896547282,Oil Natural Gas,57286
1,Dallas,2019,11475.058896547282,Plumbers,43300
1,Dallas,2019,11475.058896547282,Postal Service & Delivery,52707.5
1,Dallas,2019,11475.058896547282,Servers,22693.75
1,Dallas,2019,11475.058896547282,social workers,52847.5
1,Dallas,2019,11475.058896547282,Subway and Streetcar Operators,51770
1,Dallas,2019,11475.058896547282,"Teachers, except secondary school",54460.5
1,Dallas,2019,11475.058896547282,Transportation Engineers,61336.470588235294
1,Dallas,2019,11475.058896547282,Truck Drivers,39010
1,Dallas,2019,11475.058896547282,Water and Wastewater ,41795
2,Dallas,2019,15535.888385957927,Agricultrual & Fishing Workers,26763
2,Dallas,2019,15535.888385957927,All Occupations,52145
2,Dallas,2019,15535.888385957927,Bus Drivers,42385
2,Dallas,2019,15535.888385957927,Cashiers,29948.571428571428
2,Dallas,2019,15535.888385957927,Childcare Workers,23490
2,Dallas,2019,15535.888385957927,Construction Workers,37626.470588235294
2,Dallas,2019,15535.888385957927,Cooks,24908
2,Dallas,2019,15535.888385957927,counselors,53605
2,Dallas,2019,15535.888385957927,Electricians,54977.5
2,Dallas,2019,15535.888385957927,Electricity,64290
2,Dallas,2019,15535.888385957927,emergency associated worker,33286.666666666664
2,Dallas,2019,15535.888385957927,Ferry captains,71575
2,Dallas,2019,15535.888385957927,Food Preparation Workers,23252.5
2,Dallas,2019,15535.888385957927,Food Processing Workers,28451.875
2,Dallas,2019,15535.888385957927,Lab technician,47227.5
2,Dallas,2019,15535.888385957927,Machinists,45755
2,Dallas,2019,15535.888385957927,Nurses,103887.14285714286
2,Dallas,2019,15535.888385957927,Nursing home workers,27528.333333333332
2,Dallas,2019,15535.888385957927,Oil Natural Gas,57286
2,Dallas,2019,15535.888385957927,Plumbers,43300
2,Dallas,2019,15535.888385957927,Postal Service & Delivery,52707.5
2,Dallas,2019,15535.888385957927,Servers,22693.75
2,Dallas,2019,15535.888385957927,social workers,52847.5
2,Dallas,2019,15535.888385957927,Subway and Streetcar Operators,51770
2,Dallas,2019,15535.888385957927,"Teachers, except secondary school",54460.5
2,Dallas,2019,15535.888385957927,Transportation Engineers,61336.470588235294
2,Dallas,2019,15535.888385957927,Truck Drivers,39010
2,Dallas,2019,15535.888385957927,Water and Wastewater ,41795
3,Dallas,2019,19596.717875368573,Agricultrual & Fishing Workers,26763
3,Dallas,2019,19596.717875368573,All Occupations,52145
3,Dallas,2019,19596.717875368573,Bus Drivers,42385
3,Dallas,2019,19596.717875368573,Cashiers,29948.571428571428
3,Dallas,2019,19596.717875368573,Childcare Workers,23490
3,Dallas,2019,19596.717875368573,Construction Workers,37626.470588235294
3,Dallas,2019,19596.717875368573,Cooks,24908
3,Dallas,2019,19596.717875368573,counselors,53605
3,Dallas,2019,19596.717875368573,Electricians,54977.5
3,Dallas,2019,19596.717875368573,Electricity,64290
3,Dallas,2019,19596.717875368573,emergency associated worker,33286.666666666664
3,Dallas,2019,19596.717875368573,Ferry captains,71575
3,Dallas,2019,19596.717875368573,Food Preparation Workers,23252.5
3,Dallas,2019,19596.717875368573,Food Processing Workers,28451.875
3,Dallas,2019,19596.717875368573,Lab technician,47227.5
3,Dallas,2019,19596.717875368573,Machinists,45755
3,Dallas,2019,19596.717875368573,Nurses,103887.14285714286
